desc_apertura;desc_prog;desc_inc;desc_prin;cred_ini;cred_vig;cred_comp;cred_pag;cred_dev;cred_disp
Gestión y Coordinación Tratamiento de Residuos Sólidos para Municipios Turísticos y Pequeños Etapa II (BID Nº 3249/OC-AR);Gestión Integral de Residuos Sólidos Urbanos en Municipios Turísticos;Servicios No Personales;Pasajes y Viáticos;0;-24.500;0;0;0;0
Gestión y Coordinación Tratamiento de Residuos Sólidos para Municipios Turísticos y Pequeños Etapa II (BID Nº 3249/OC-AR);Gestión Integral de Residuos Sólidos Urbanos en Municipios Turísticos;Servicios No Personales;Servicios Técnicos y Profesionales;2.356.942;2.356.942;0;0;0;0
Gestión y Coordinación Tratamiento de Residuos Sólidos para Municipios Turísticos y Pequeños Etapa II (BID Nº 3249/OC-AR);Gestión Integral de Residuos Sólidos Urbanos en Municipios Turísticos;Servicios No Personales;Servicios Técnicos y Profesionales;0;-2.356.942;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;456.885;456.885;34.813;34.813;34.813;422.072
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;724.754;724.754;63.508;63.508;63.508;661.246
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;98.470;98.470;0;0;0;98.470
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Servicios Extraordinarios;493.929;493.929;0;0;0;493.929
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Servicios Extraordinarios;41.161;41.161;0;0;0;41.161
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Servicios Extraordinarios;128.421;128.421;0;0;0;128.421
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Asistencia Social al Personal;9.758;9.758;0;0;0;9.758
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Asistencia Social al Personal;248.555;248.555;0;0;0;248.555
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;9.455.889;9.455.889;685.272;685.272;685.272;8.770.617
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;3.041.212;3.041.212;357.626;279.381;357.626;2.683.586
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;1.041.425;1.041.425;0;0;0;1.041.425
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;3.384.633;3.384.633;0;0;0;3.384.633
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";2.000;2.000;0;0;0;2.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";2.000;2.000;0;0;0;2.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";2.000;2.000;0;0;0;2.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;2.000;2.000;0;0;0;2.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;2.000;2.000;106;106;106;1.894
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;2.000;2.000;680;680;680;1.320
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Alquileres y Derechos;0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";3.000;3.000;2.500;2.500;2.500;500
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";912;912;0;0;0;912
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";678.347;678.347;230.806;0;53.000;447.541
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";269.600;269.600;0;0;0;269.600
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;6.136.461;6.136.461;0;0;0;6.136.461
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;1.500;1.500;0;0;0;1.500
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;2.000;2.000;0;0;0;2.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;55.000;55.000;0;0;0;55.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;332.700;332.700;75.871;65.885;75.871;256.829
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;270.500;270.500;15.020;15.020;15.020;249.191
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;0;0;50.786;43.364;43.364;-50.786
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;0;0;92.647;79.107;79.107;-92.647
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Asistencia Social al Personal;0;0;9.758;9.758;9.758;-9.758
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;999.698;853.599;853.599;-999.698
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;538.504;534.921;456.676;-538.504
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;659.189;307.854;307.854;-659.189
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;106.000;53.000;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;118.163;118.163;118.163;-303.138
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;0;0;4.045;4.045;4.045;-4.045
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;0;0;6.281;16.267;6.281;-6.281
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;0;0;0;0;0;-26.701
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;0;0;0;7.422;7.422;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal Permanente;0;0;0;13.540;13.540;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;0;146.100;146.100;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;0;81.827;81.827;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Gastos en Personal;Personal contratado;0;0;0;351.335;351.335;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Alquileres y Derechos;0;100.000;0;0;0;100.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;718.550;53.000;53.000;-718.550
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;184.975;0;0;0;184.975
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;0;1.524.205;0;0;0;1.709.180
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;0;42.300;137.808;137.808;137.808;-97.508
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;0;24.500;9.042;9.042;9.042;22.450
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";20.000;20.000;0;0;0;20.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";10.720;10.720;8.900;8.900;8.900;1.820
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;17.125;17.125;0;0;0;17.125
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Básicos;400.000;400.000;43.080;43.080;43.080;356.920
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Básicos;98.155;98.155;5.923;5.923;5.923;92.232
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Alquileres y Derechos;1.650.000;1.650.000;1.450.797;165.412;165.412;199.203
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";1.014.700;1.014.700;1.000.000;264.520;264.520;14.700
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";521.500;521.500;60.042;60.042;60.042;461.458
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;475.558;475.558;354.532;30.822;30.822;121.026
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;50.000;50.000;1.350;1.350;1.350;48.650
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;12.300;12.300;0;0;0;12.300
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Pasajes y Viáticos;7.000;7.000;0;0;0;7.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;0;580;580;580;-580
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Alquileres y Derechos;0;0;0;165.412;165.412;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;0;0;0
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;0;0;0;-121.025
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Comerciales y Financieros;0;0;660;660;660;-660
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";0;50.000;0;0;0;50.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;30.000;0;0;0;30.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;15.000;0;0;0;15.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;10.000;0;0;0;10.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Consumo;Otros Bienes de Consumo;0;10.000;0;0;0;10.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;25.000;0;0;0;25.000
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;121.025;0;0;0;121.025
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Servicios No Personales;Servicios Técnicos y Profesionales;0;2.095.917;0;0;0;2.216.942
Gestión y Coordinación del Desarrollo Turístico en Nuevos Corredores ( BID Nº 2606-0/OC);Inversiones con Financiamiento Internacional;Bienes de Uso;Maquinaria y Equipo;17.000;17.000;0;0;0;17.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Alquileres y Derechos;8.000.000;8.000.000;0;0;0;8.000.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Alquileres y Derechos;0;0;0;0;0;-8.000.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;6.298.787;6.298.787;481.944;481.944;481.944;5.816.843
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;7.098.906;7.098.906;242.018;242.018;242.018;6.856.888
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;1.116.475;1.116.475;2.849;2.849;2.849;1.113.626
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;3.628.542;3.628.542;0;0;0;3.628.542
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Servicios Extraordinarios;3.292.862;3.292.862;0;0;0;3.292.862
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Servicios Extraordinarios;274.405;274.405;0;0;0;274.405
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Servicios Extraordinarios;856.144;856.144;0;0;0;856.144
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;830.337;830.337;0;0;0;830.337
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;214.200;214.200;0;0;0;214.200
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;7.609.698;7.609.698;482.384;482.384;482.384;7.127.314
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;2.061.884;2.061.884;157.769;157.769;157.769;1.904.115
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;805.966;805.966;0;0;0;805.966
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;2.619.387;2.619.387;0;0;0;2.619.387
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;0;0;0;-94.680
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;Otros Bienes de Consumo;0;0;217;217;217;-217
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Básicos;132.700;132.700;0;0;0;132.700
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Alquileres y Derechos;0;0;488;488;488;-488
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Alquileres y Derechos;26.233.300;26.233.300;0;0;0;26.233.300
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";2.208.000;2.208.000;785.132;15.777;192.444;1.422.868
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Técnicos y Profesionales;26.980.391;26.980.391;180.000;180.000;180.000;26.800.391
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Comerciales y Financieros;2.000.000;2.000.000;487.328;0;350.840;1.512.673
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Comerciales y Financieros;417.000;417.000;0;0;0;417.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Pasajes y Viáticos;3.519.309;3.519.309;112.943;112.943;112.943;3.391.063
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Pasajes y Viáticos;0;0;122.514;122.514;122.514;-829.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Otros Servicios;2.270.000;2.270.000;0;0;0;2.270.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Otros Servicios;16.400.000;16.400.000;0;0;0;16.400.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. al Sector Privado para Financiar Gastos Corrientes;28.950.000;28.950.000;0;0;0;28.950.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. al Sector Privado para Financiar Gastos Corrientes;350.000;350.000;0;0;0;350.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes;20.140.000;20.140.000;0;0;0;20.140.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes;5.080.000;5.080.000;0;0;0;5.080.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;652.377;571.890;571.890;-652.377
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;448.317;380.227;380.227;-448.317
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;349;349;349;-349
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;431.518;197.568;197.568;-431.518
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;0;0;113.409;51.260;51.260;-113.409
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;0;0;3.053;2.563;2.563;-3.053
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;704.726;601.745;601.745;-704.726
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;419.714;353.858;353.858;-419.714
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;433.030;193.929;193.929;-433.030
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;36.727;36.727;36.727;57.953
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Básicos;0;0;1.717;1.717;1.717;-1.717
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Alquileres y Derechos;0;0;0;0;0;-12.200.000
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;353.333;176.667;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Comerciales y Financieros;0;0;117.917;605.245;254.405;-117.917
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Comerciales y Financieros;0;0;0;0;0;-6.300
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Pasajes y Viáticos;0;0;12.618;12.618;12.618;-46.709
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Pasajes y Viáticos;0;0;670.895;670.895;670.895;-487.877
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes;0;0;0;0;0;-13.081.865
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;8.763;89.250;89.250;-8.763
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;273.208;341.297;341.297;-273.208
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal Permanente;0;0;0;233.950;233.950;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;0;0;0;62.150;62.150;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Asistencia Social al Personal;0;0;0;490;490;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;0;102.981;102.981;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;0;65.856;65.856;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Gastos en Personal;Personal contratado;0;0;0;239.100;239.100;0
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";0;0;650;650;650;-650
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;400.000;46.942;46.942;46.942;350.223
Promoción Turística Nacional;Desarrollo y Promoción del Turismo Nacional;Bienes de Consumo;Productos Metálicos;0;0;1.090;1.090;1.090;-1.090
